Genres,Source,Type,Episodes,Decimal,Romance,Shoujo,Ecchi,Shounen,Fantasy,Comedy,Music,Sports,Hentai,Historical,Mistery,Thriller,Supernatural,Gore,SciFi,Action,Otro,Members,Score,Favorites
"Comedy, Romance, Shounen",15,5,12,19,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,230025,7.89,1187
"Comedy, Fantasy, Shounen, Action",9,5,51,29,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,701,5.75,0
Comedy,15,5,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2051,5.03,2
Comedy,9,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2810,5.89,2
"Romance, Fantasy, Otro",9,0,1,70,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1755,6.75,5
"Comedy, Romance, Fantasy, Shounen, Action",6,4,1,31,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,18191,7.79,14
"Comedy, Historical, Supernatural",9,5,16,1153,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,375,5.35,0
"Romance, Shoujo, Music, Ecchi",13,5,12,8962,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18870,6.51,39
"Fantasy, Supernatural",6,3,1,132,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,829,6.32,1
"Historical, Romance, Otro",5,5,24,1090,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,307313,8.19,6156
"Sci-Fi, Fantasy, Action",5,5,12,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,13157,6.74,31
"Sci-Fi, Romance, Fantasy, Shoujo, Action, Otro",6,5,11,622,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,52318,7.35,348
"Comedy, Sci-Fi, Shounen, Action, Ecchi",9,3,4,313,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,3193,6.82,10
Comedy,9,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,154,4.93,0
"Comedy, Romance",5,5,24,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,555373,8.33,18044
"Romance, Otro",9,0,1,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16512,7.4,92
"Historical, Romance, Shounen",6,4,7,1042,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3807,6.35,3
"Comedy, Sci-Fi, Romance, Ecchi",9,5,12,291,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,66360,6.99,166
"Romance, Shounen",6,0,1,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,303,5.86,0
Hentai,13,3,2,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2847,6.12,4
"Comedy, Sci-Fi, Sports, Romance, Fantasy, Shounen, Action",9,5,26,4159,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,5643,7.0,28
"Sci-Fi, Fantasy, Action",9,5,50,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,282,6.09,0
"Comedy, Sci-Fi",9,3,1,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,926,4.56,2
Romance,4,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1619,6.27,5
"Romance, Hentai",6,3,1,2050,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3171,6.35,9
"Historical, Romance, Fantasy",8,0,1,1030,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1115,6.06,2
"Sci-Fi, Romance, Fantasy, Otro",9,5,12,102,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,77549,8.24,2213
"Comedy, Romance, Supernatural",5,4,1,131,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4533,6.75,8
"Sports, Shounen",6,5,51,4112,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2059,6.68,12
"Comedy, Romance",6,4,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3329,6.58,3
"Fantasy, Otro",8,4,1,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,173,5.51,0
"Sports, Shounen, Action",6,0,1,4120,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,15844,7.44,43
"Romance, Hentai, Supernatural",6,3,2,2178,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10585,7.37,98
"Romance, Fantasy, Action",9,4,3,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3869,6.8,7
"Sci-Fi, Fantasy, Shounen",9,5,52,52,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1243,7.12,16
"Sci-Fi, Shounen, Action",9,5,48,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,973,6.57,3
"Comedy, Fantasy, Music, Otro",4,0,1,8261,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,5144,6.62,2
"Historical, Romance, Action, Supernatural, Otro",13,5,12,1226,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,111561,7.54,1824
"Mistery, Comedy",9,5,13,32769,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,10383,4.73,16
"Comedy, Romance, Ecchi",6,5,12,259,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60859,6.27,53
"Comedy, Sci-Fi, Romance, Ecchi",9,3,1,291,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2987,6.13,1
"Comedy, Romance, Action",8,5,12,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,47015,7.56,335
"Comedy, Romance, Ecchi",6,5,95,259,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1442,6.51,3
"Romance, Music",9,4,1,8194,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4912,6.83,1
"Mistery, Comedy, Shounen, Action",6,5,23,32793,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,5975,7.28,4
"Sci-Fi, Shounen, Action",9,3,1,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,29458,7.91,101
"Mistery, Sci-Fi, Shounen, Action, Otro",6,0,1,32888,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,329663,8.35,7755
"Action, Supernatural, Otro",5,5,12,200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,196117,8.1,590
Romance,6,2,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16128,6.56,22
"Comedy, Shounen",6,2,5,17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,580,5.28,0
"Comedy, Shounen, Otro",6,3,1,81,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,38520,7.44,24
"Historical, Romance",8,4,2,1026,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,109,5.53,0
"Comedy, Romance, Shounen",6,5,12,19,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2168,5.96,2
"Comedy, Fantasy, Otro",4,0,1,69,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,23976,6.84,11
"Romance, Hentai",9,3,1,2050,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4234,6.99,58
Comedy,9,2,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,103,5.13,0
Fantasy,6,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,188165,8.47,2525
"Fantasy, Shoujo",9,5,50,516,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1374,6.66,5
"Comedy, Romance",9,3,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5638,6.51,2
"Mistery, Comedy, Action",9,2,12,32777,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6075,5.46,2
"Comedy, Sports, Romance, Shounen, Action",6,3,2,4123,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,3579,6.74,6
"Romance, Shoujo",6,3,1,514,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31480,6.49,106
Hentai,6,3,1,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1456,5.25,4
"Gore, Shounen, Action",6,5,13,16408,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,85021,7.34,206
"Sci-Fi, Shounen",4,3,3,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2941,6.75,9
"Comedy, Romance, Shounen",6,5,20,19,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5266,7.59,24
"Comedy, Sci-Fi, Romance",9,4,1,35,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5291,7.18,1
"Romance, Action",10,5,8,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,245436,7.0,1852
"Romance, Fantasy, Shounen, Action, Otro",6,5,12,94,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,129354,8.48,2995
"Comedy, Romance, Fantasy, Shounen, Otro",4,5,26,87,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,766,6.38,5
Romance,13,5,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135562,7.34,764
Music,7,1,1,8192,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,341,5.8,0
"Sci-Fi, Romance, Action",6,5,25,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9391,6.59,30
"Comedy, Romance",9,4,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3463,7.49,1
"Sci-Fi, Music",7,1,1,8224,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,158435,8.41,1725
"Historical, Romance, Fantasy, Action, Otro",13,5,12,1102,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,44776,6.67,161
"Comedy, Shounen, Ecchi",6,0,1,273,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,26562,7.24,44
"Comedy, Romance, Shounen, Ecchi",6,3,6,275,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,921,6.54,1
"Comedy, Sports",6,4,1,4097,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5622,7.5,4
"Sci-Fi, Fantasy, Shounen, Action",6,0,1,60,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2487,6.46,1
"Comedy, Romance, Fantasy, Shounen, Action",6,0,1,31,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,11664,7.85,27
"Comedy, Fantasy, Shounen, Action",6,0,1,29,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,646,5.4,0
"Sci-Fi, Historical, Romance, Fantasy, Action",9,0,1,1070,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,50418,7.42,121
"Comedy, Romance, Ecchi",6,5,13,259,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35882,6.83,43
"Romance, Fantasy",2,5,12,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31979,6.13,60
Hentai,13,3,4,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6213,6.18,45
"Comedy, Romance",15,5,12,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40080,7.18,90
Comedy,9,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,131,4.61,0
"Comedy, Ecchi",5,4,1,257,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4198,6.51,2
"Romance, Fantasy, Shounen, Action",9,5,9,30,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,29239,7.22,101
"Comedy, Historical",14,0,1,1025,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,43232,7.4,305
"Sci-Fi, Fantasy, Shounen, Action, Otro",6,5,0,124,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,16968,6.77,114
Romance,13,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5157,6.81,1
"Comedy, Romance, Otro",6,3,1,67,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23181,7.09,21
"Fantasy, Shounen, Action, Supernatural",4,0,1,156,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,28143,6.73,52
"Comedy, Romance, Fantasy",1,5,65,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2818,7.12,13
"Fantasy, Shounen, Action",5,4,1,28,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,13287,6.86,10
"Comedy, Romance, Ecchi",5,5,12,259,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65825,6.63,76
"Comedy, Fantasy, Shounen, Action",6,4,1,29,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,6411,6.9,3
"Sports, Fantasy",6,5,109,4100,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2261,7.15,7
"Historical, Romance, Fantasy",8,5,49,1030,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1515,6.92,5
"Comedy, Romance, Ecchi",13,5,12,259,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62593,6.82,144
"Comedy, Fantasy, Shounen, Action",6,0,1,29,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,37474,7.01,29
"Romance, Fantasy",9,5,12,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18615,6.82,69
Hentai,13,3,2,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6153,6.59,28
"Mistery, Comedy, Sports, Action",6,5,30,36873,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,608,6.61,1
"Comedy, Fantasy",9,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,456,7.67,0
"Comedy, Romance, Ecchi",6,4,5,259,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5138,6.57,2
"Comedy, Action, Supernatural",5,4,2,137,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,120575,8.0,184
"Sci-Fi, Romance, Action",6,5,24,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,43368,8.02,832
"Romance, Shoujo, Action",6,5,12,522,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,167369,6.78,853
"Sci-Fi, Action",9,5,25,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5384,7.21,35
"Romance, Shounen, Thriller",6,5,13,65554,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22348,6.19,55
"Sci-Fi, Shounen, Action",6,0,1,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1103,5.88,0
"Sci-Fi, Fantasy, Shounen",6,3,1,52,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,21057,6.96,14
"Comedy, Sci-Fi, Fantasy, Otro",14,5,12,101,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,22248,5.89,34
Hentai,13,3,2,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2191,6.19,3
Romance,5,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10228,6.28,9
"Romance, Fantasy, Shoujo, Supernatural",13,5,13,646,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,69953,6.87,351
"Romance, Shoujo, Otro",6,5,39,578,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16539,7.85,354
Hentai,6,3,1,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,587,5.02,1
"Historical, Shounen, Action",9,4,1,1048,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4850,6.81,6
"Sci-Fi, Romance, Music, Action",9,1,1,8234,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3837,7.16,13
Hentai,13,3,1,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2671,6.72,9
"Sci-Fi, Fantasy, Gore, Action",4,5,26,16428,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,11918,6.6,16
"Comedy, Action, Supernatural, Otro",6,0,1,201,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,23983,7.91,81
"Comedy, Fantasy",9,5,24,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7396,5.57,7
Hentai,13,3,4,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3575,5.72,19
"Comedy, Romance, Otro",6,4,1,67,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1533,5.89,0
"Fantasy, Action",6,4,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,17974,6.89,32
Fantasy,4,2,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1308,5.41,2
"Sci-Fi, Shounen, Action",9,0,1,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3010,5.82,8
"Comedy, Romance, Fantasy, Shounen, Ecchi",6,5,12,279,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,47521,6.91,48
"Sci-Fi, Fantasy, Shounen",9,5,73,52,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1501,7.21,15
"Sci-Fi, Romance, Otro",13,5,22,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,130220,7.4,528
Otro,10,2,13,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,3.91,0
"Fantasy, Otro",5,4,1,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25644,7.67,16
"Comedy, Romance",15,5,25,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,215,5.22,0
"Comedy, Supernatural",9,5,13,129,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2520,6.09,1
"Romance, Music",8,0,1,8194,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12580,7.45,12
"Comedy, Historical, Romance, Shoujo",8,5,40,1539,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7625,7.93,77
"Sci-Fi, Romance, Action",9,5,25,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,50722,6.47,71
Music,7,1,1,8192,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,244,5.7,0
"Romance, Shoujo",6,3,1,514,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36393,7.36,25
"Comedy, Romance, Shounen",15,3,1,19,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2243,6.79,3
"Sci-Fi, Shounen, Action",9,0,1,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3828,7.13,5
"Comedy, Romance",15,4,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5663,6.99,3
"Comedy, Fantasy, Otro",9,3,1,69,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,16973,6.29,24
"Sci-Fi, Otro",6,5,25,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7322,6.86,13
"Romance, Shounen",9,5,13,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,531982,7.92,9561
Otro,9,4,2,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96,6.25,0
"Romance, Fantasy, Shounen, Action",6,4,4,30,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,88422,8.1,167
"Comedy, Fantasy, Shounen, Otro",6,0,1,85,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,809,7.46,3
Comedy,6,5,26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,296,6.18,0
"Shounen, Action, Supernatural, Otro",9,0,1,216,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,24007,7.6,16
Hentai,13,3,1,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6334,7.07,61
"Comedy, Romance, Fantasy",9,3,1,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4092,6.85,11
"Sci-Fi, Romance, Fantasy, Action",9,3,13,46,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,24951,7.42,186
"Comedy, Romance, Shoujo",6,3,1,515,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40832,7.95,113
"Mistery, Sci-Fi, Gore, Action, Supernatural",4,3,1,49320,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,3594,5.22,1
"Comedy, Sci-Fi, Romance, Fantasy",9,3,6,39,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,5389,7.22,18
"Historical, Romance, Fantasy",1,5,49,1030,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3285,7.15,15
"Fantasy, Hentai, Action",13,3,2,2060,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2869,5.93,11
"Comedy, Romance",6,5,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14214,6.33,6
"Fantasy, Action",4,4,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3726,6.66,7
"Sci-Fi, Romance, Shounen, Action",4,5,12,58,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,11477,6.9,22
"Historical, Romance, Shoujo",8,5,26,1538,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3793,7.54,9
"Comedy, Fantasy, Shounen, Action, Otro",6,4,1,93,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3329,6.99,0
"Gore, Supernatural, Otro",1,5,19,16576,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,64405,7.73,638
"Sci-Fi, Romance, Fantasy, Shounen, Action",6,5,26,62,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,20940,6.7,36
"Fantasy, Action, Ecchi",10,5,12,268,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,26982,6.46,43
"Romance, Shounen, Ecchi",6,5,13,274,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104389,6.57,391
Hentai,9,3,2,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1935,6.11,8
"Comedy, Action, Ecchi",9,3,10,265,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2572,2.61,19
"Sci-Fi, Fantasy, Shounen, Supernatural",6,0,1,180,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1980,6.36,1
"Comedy, Gore, Shounen, Action, Supernatural",6,4,1,16537,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,8405,7.08,9
"Mistery, Action",9,2,13,32776,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,58002,7.34,721
"Gore, Supernatural, Thriller, Otro",13,5,26,82112,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,452086,8.1,15819
"Fantasy, Shoujo",9,5,52,516,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1985,6.84,15
Hentai,13,3,4,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17604,7.88,336
"Comedy, Fantasy, Shounen, Action",6,5,61,29,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,70673,7.92,443
"Comedy, Romance, Fantasy, Otro",4,0,1,71,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,55636,7.29,76
Hentai,13,3,3,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7578,6.59,30
"Comedy, Historical, Romance",4,4,8,1027,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1044,6.37,0
"Comedy, Sports, Romance, Shounen",6,5,25,4115,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,483829,8.37,15372
Romance,9,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6642,5.38,5
"Fantasy, Action",4,2,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1853,6.47,1
Hentai,13,3,1,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3174,6.9,24
Fantasy,5,4,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10555,6.18,1
"Comedy, Romance, Shounen, Ecchi",6,5,12,275,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,280967,7.5,1083
"Comedy, Romance, Ecchi",13,5,13,259,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80333,7.29,206
"Comedy, Fantasy, Action, Supernatural, Ecchi",5,5,12,397,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,387560,7.59,2923
"Comedy, Fantasy, Otro",9,5,101,69,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,139,6.14,0
"Sports, Romance, Shounen",6,5,26,4114,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,80513,7.32,629
"Comedy, Sci-Fi, Fantasy, Action",9,5,50,45,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,337,6.47,1
"Comedy, Ecchi",6,4,1,257,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,184,6.2,0
"Romance, Shoujo",6,3,1,514,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15043,6.75,21
"Comedy, Romance, Shounen",15,4,2,19,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9489,7.84,7
"Comedy, Romance, Shounen",5,5,12,19,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,68437,7.46,221
"Comedy, Fantasy, Action, Supernatural",5,5,10,141,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,309650,7.79,3219
"Comedy, Romance, Fantasy, Ecchi",13,3,1,263,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8468,6.71,4
"Comedy, Fantasy, Action, Otro",9,5,54,77,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,233529,7.88,3625
"Romance, Supernatural",13,5,12,130,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,215538,7.42,2547
"Comedy, Romance, Fantasy, Shounen",6,5,12,23,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,47237,6.57,79
"Comedy, Romance, Fantasy, Shoujo",6,5,13,519,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14427,6.92,113
"Comedy, Romance, Shounen",6,5,13,19,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,54856,8.07,305
"Fantasy, Action, Otro",9,5,50,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,518,6.59,1
"Comedy, Romance, Shounen, Ecchi",6,5,12,275,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,382498,7.91,3527
Comedy,15,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1349,6.19,1
"Comedy, Otro",7,5,10,65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,419,5.41,0
