Genres,Source,Type,Episodes,Decimal,Romance,Shoujo,Ecchi,Shounen,Fantasy,Comedy,Music,Sports,Hentai,Historical,Mistery,Thriller,Supernatural,Gore,SciFi,Action,Otro,Popularity,Score,Favorites
"Comedy, Historical, Fantasy, Shounen, Action",6,0,1,1053,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,7288,7.18,2
Romance,13,5,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,6.9,66
"Comedy, Romance, Shounen",6,5,16,19,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5007,6.57,5
Romance,9,5,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1816,6.38,59
Hentai,13,3,1,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6025,6.34,9
"Sci-Fi, Action",9,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1297,7.52,223
"Romance, Fantasy, Otro",9,5,26,70,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1857,7.29,220
"Comedy, Romance, Supernatural",13,5,13,131,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,901,8.32,1649
"Sports, Fantasy",6,4,7,4100,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7528,6.21,1
"Comedy, Romance, Shounen",6,3,1,19,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3226,6.77,10
"Sci-Fi, Romance, Gore, Action, Supernatural, Ecchi, Otro",6,5,13,16874,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,355,7.2,1954
"Sci-Fi, Sports, Shounen, Action",14,5,13,4152,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,4529,6.94,3
"Shounen, Action, Otro",6,5,51,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,7022,6.78,13
"Sci-Fi, Romance, Action",6,5,56,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8615,6.15,2
"Mistery, Comedy, Sci-Fi, Fantasy, Action",5,3,5,32813,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,6823,6.76,2
Fantasy,9,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9932,6.25,0
Fantasy,9,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8427,6.34,0
"Comedy, Romance, Otro",9,5,37,67,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7552,6.61,7
"Sci-Fi, Romance",13,0,1,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2665,8.02,95
"Comedy, Romance, Gore, Supernatural, Ecchi",6,3,4,16771,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,4389,6.32,4
"Sci-Fi, Fantasy, Action",9,5,12,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1027,5.95,85
"Comedy, Romance, Fantasy, Otro",4,0,1,71,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,885,7.45,147
"Comedy, Fantasy, Shounen, Action, Supernatural",6,0,1,157,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1171,7.04,30
"Gore, Supernatural",9,5,13,16512,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2994,4.63,18
"Music, Otro",9,1,1,8256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14139,4.25,0
Action,4,5,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3832,4.39,12
"Comedy, Romance, Shoujo",6,3,1,515,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4993,6.22,3
"Mistery, Sports, Shounen, Action",6,3,1,36888,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,3768,7.16,34
"Comedy, Romance, Ecchi",5,5,12,259,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,684,6.81,200
"Comedy, Romance, Shounen",6,5,12,19,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1460,6.34,75
"Comedy, Fantasy, Shounen, Supernatural",6,5,46,149,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,3430,7.75,75
"Comedy, Sports, Fantasy, Shounen",6,0,1,4117,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2483,7.15,10
"Historical, Supernatural",9,0,1,1152,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4725,6.7,1
Comedy,6,5,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6920,7.24,4
"Comedy, Romance",13,2,6,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5273,5.38,0
"Comedy, Shoujo, Otro",6,0,0,577,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6403,6.95,9
"Sci-Fi, Shounen",6,4,5,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4222,5.74,9
"Comedy, Romance, Fantasy",9,3,7,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3411,7.4,79
"Comedy, Romance",9,0,10,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13076,6.25,0
Hentai,9,3,0,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5491,7.43,37
"Romance, Fantasy, Shoujo, Supernatural",6,3,5,646,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3718,7.44,34
"Romance, Fantasy, Shoujo, Ecchi",4,5,12,774,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4251,7.12,36
"Romance, Fantasy, Action, Supernatural",5,5,24,142,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,490,7.67,1039
"Comedy, Historical, Romance, Supernatural",6,2,13,1155,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2623,7.32,108
"Sci-Fi, Romance, Music, Action, Otro",9,3,4,8298,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,3849,6.91,37
Music,9,1,1,8192,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5594,7.43,4
"Sports, Shounen, Action",6,5,24,4120,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2836,7.46,105
"Comedy, Otro",6,5,51,65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12001,5.48,0
"Romance, Shoujo, Gore, Action, Supernatural",6,5,26,17034,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2343,7.21,164
"Comedy, Shounen",6,0,1,17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2691,7.31,23
"Comedy, Romance",15,5,12,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2035,6.28,26
Historical,8,5,52,1024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7277,6.95,5
"Sci-Fi, Romance, Shounen",6,5,26,50,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,599,8.36,2854
"Romance, Shoujo",9,3,1,514,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3316,7.19,35
"Romance, Shoujo",6,0,1,514,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648,8.3,1619
"Comedy, Romance, Shounen, Ecchi",6,4,6,275,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3323,6.78,7
"Comedy, Romance, Fantasy, Shounen, Supernatural, Ecchi",6,5,119,407,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,8458,6.65,3
"Fantasy, Shounen",6,4,5,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2693,7.52,17
"Sci-Fi, Action",9,5,12,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9073,5.61,0
Action,8,2,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2074,6.6,164
"Fantasy, Otro",2,5,21,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8505,7.14,1
"Comedy, Romance",9,5,13,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2379,6.99,57
"Fantasy, Action, Supernatural",4,0,1,140,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1287,7.73,377
Romance,10,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6273,6.19,2
"Comedy, Fantasy, Shounen",5,0,1,21,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3130,7.4,14
"Sci-Fi, Action",9,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1248,7.3,235
"Comedy, Shounen, Action, Supernatural",6,5,51,153,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,2059,7.43,95
"Fantasy, Action, Supernatural",14,2,20,140,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,9110,6.59,0
"Comedy, Romance",9,4,6,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13742,5.67,0
Otro,2,5,12,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1889,6.8,67
Sci-Fi,9,4,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5327,5.8,0
"Romance, Fantasy",4,2,1,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13287,4.85,0
"Comedy, Sci-Fi, Shounen, Ecchi",6,4,1,305,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2241,6.65,19
"Comedy, Sci-Fi, Sports, Shounen, Action",6,5,51,4153,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,3929,6.95,44
"Romance, Fantasy, Otro",8,0,1,70,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5536,6.33,6
Romance,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6755,5.66,1
"Comedy, Fantasy, Supernatural",9,4,1,133,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,8432,6.46,0
"Comedy, Fantasy, Shounen, Action",6,0,1,29,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,6624,7.25,3
"Shoujo, Music",7,5,12,8704,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2328,6.76,153
"Sci-Fi, Action",9,4,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4878,6.88,3
"Comedy, Fantasy, Shounen, Action, Otro",9,5,24,93,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2164,7.96,166
"Mistery, Comedy, Sci-Fi, Fantasy, Action",5,3,2,32813,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,6229,7.11,1
"Comedy, Shounen, Supernatural",6,4,1,145,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1373,7.74,101
"Comedy, Romance, Fantasy, Shounen, Supernatural, Ecchi",6,3,3,407,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2556,7.6,54
"Comedy, Fantasy, Shounen, Action",6,4,1,29,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,5246,7.22,3
"Sci-Fi, Romance, Fantasy, Shounen",6,3,1,54,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2389,8.09,64
"Comedy, Fantasy, Shounen, Otro",6,5,13,85,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4018,6.95,60
"Comedy, Romance, Ecchi",13,5,12,259,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,935,6.36,246
"Comedy, Supernatural",6,5,45,129,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4337,7.26,20
"Comedy, Romance",6,5,12,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1922,6.82,90
"Comedy, Romance, Music",4,3,1,8195,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4154,6.29,9
"Comedy, Fantasy, Shoujo, Action",9,5,49,525,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2470,7.02,142
"Comedy, Historical, Romance, Shounen",6,5,12,1043,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1343,7.58,446
"Romance, Fantasy, Shoujo, Action",9,5,48,526,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4921,7.27,23
"Comedy, Romance, Otro",15,5,26,67,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9440,6.21,0
"Sci-Fi, Action, Supernatural",5,5,13,168,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1542,7.41,107
"Comedy, Fantasy",13,3,1,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4722,6.83,6
"Romance, Fantasy, Supernatural",4,5,12,134,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5199,6.32,3
"Comedy, Sci-Fi, Shounen, Action",4,5,51,57,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,4242,6.86,26
Comedy,9,5,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8409,6.33,0
"Romance, Fantasy",8,0,1,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89,8.73,9753
Comedy,9,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10640,6.37,1
"Historical, Romance, Hentai",6,3,3,3074,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3124,7.7,136
"Historical, Romance, Fantasy, Shoujo",6,3,1,1542,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10712,5.74,0
"Sci-Fi, Sports, Shounen",9,5,52,4144,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,9142,7.15,10
"Sci-Fi, Romance, Fantasy, Shounen, Action",9,5,26,62,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1465,7.35,302
"Fantasy, Action, Supernatural",4,5,12,140,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1062,5.79,106
"Comedy, Sports, Shounen",6,5,12,4113,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1389,7.03,129
"Sci-Fi, Romance, Fantasy, Action",6,5,24,46,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,5620,6.7,2
"Comedy, Shounen, Supernatural, Otro",6,4,1,209,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,4019,7.42,5
Music,7,1,1,8192,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13043,5.55,0
"Comedy, Shounen",6,2,20,17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2254,6.69,30
"Romance, Action",9,4,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4077,7.04,7
"Comedy, Sci-Fi, Romance, Action",9,5,12,43,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,5132,6.55,4
"Historical, Romance, Hentai, Action",6,3,1,3082,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,5855,7.3,5
Hentai,13,3,1,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4926,6.54,28
"Historical, Fantasy, Shounen, Action",8,2,1,1052,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,10815,6.0,0
"Comedy, Sci-Fi, Fantasy, Shounen, Action",9,5,12,61,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,4984,6.63,6
"Comedy, Fantasy, Shounen, Otro",6,5,13,85,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,6792,7.4,14
"Sci-Fi, Gore",9,0,1,16416,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5991,6.06,7
"Historical, Fantasy, Shounen, Action, Supernatural",6,2,30,1180,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,8732,7.38,5
"Fantasy, Otro",8,5,52,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10100,5.6,1
"Comedy, Shounen, Action",9,0,1,25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2108,7.08,50
"Sci-Fi, Romance, Gore, Supernatural, Otro",8,5,25,16610,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,114,8.49,16486
"Romance, Fantasy, Gore, Otro",6,3,1,16454,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,5068,6.99,6
"Historical, Romance, Fantasy, Shounen, Action",6,5,25,1054,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,352,7.82,1192
"Comedy, Sci-Fi, Fantasy, Shounen, Otro",4,5,78,117,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1871,6.52,288
"Sci-Fi, Romance",9,3,1,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,828,7.4,500
"Comedy, Romance, Shoujo",6,5,39,515,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8251,6.5,1
"Historical, Fantasy, Shounen, Action",8,5,37,1052,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,9075,7.22,8
Fantasy,9,4,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6079,6.17,0
"Sci-Fi, Romance, Action",6,3,2,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2828,7.09,13
"Sci-Fi, Fantasy",9,5,39,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7430,6.78,4
"Historical, Fantasy",8,5,52,1028,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7706,6.81,5
"Fantasy, Shounen, Action",6,5,12,28,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,807,8.01,485
Comedy,4,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4575,7.19,5
"Sports, Romance, Shounen",6,4,1,4114,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10540,6.3,0
"Sci-Fi, Romance, Shoujo",6,3,6,546,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3828,7.26,76
"Historical, Romance, Fantasy",13,5,12,1030,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3056,5.87,33
"Comedy, Fantasy",9,5,52,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8234,7.03,5
Comedy,9,4,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13094,4.9,0
"Sci-Fi, Romance, Action, Otro",9,5,4,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4266,6.15,10
"Comedy, Romance, Shoujo",6,4,1,515,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1212,7.56,162
"Comedy, Romance",15,4,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7543,6.42,0
Hentai,13,3,2,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7975,5.44,3
"Comedy, Fantasy, Action, Otro",4,5,14,77,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2749,6.93,36
"Comedy, Romance",6,3,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10962,5.6,0
Hentai,6,3,2,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3699,7.26,46
Fantasy,4,5,13,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1776,7.06,102
"Comedy, Romance, Shounen, Ecchi",6,3,3,275,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3216,6.28,14
"Mistery, Sci-Fi, Shounen, Action",6,5,26,32824,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,273,8.46,6744
"Comedy, Sci-Fi, Romance, Music",9,4,4,8227,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,8000,7.01,2
"Comedy, Romance",13,3,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2653,7.45,26
"Comedy, Fantasy",6,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7132,6.56,5
"Comedy, Romance, Fantasy",6,5,24,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3000,7.52,88
"Fantasy, Shounen, Action",5,5,26,28,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2030,7.39,145
"Fantasy, Action",4,0,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4189,6.33,9
"Mistery, Fantasy, Shounen, Otro",6,0,1,32852,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1833,8.41,107
"Romance, Fantasy, Ecchi",13,3,1,262,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3728,6.49,2
"Sci-Fi, Romance, Fantasy, Action",9,5,26,46,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4176,7.27,33
"Sci-Fi, Romance, Fantasy, Shounen, Action",6,0,1,62,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,7184,6.27,1
"Mistery, Comedy, Sci-Fi, Fantasy, Action",5,3,5,32813,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,6997,6.64,0
"Historical, Romance, Fantasy, Shoujo, Ecchi",4,0,1,1798,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7675,6.65,1
"Historical, Fantasy, Action",9,5,5,1036,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,449,7.41,1024
"Sci-Fi, Romance, Shounen, Otro",6,5,13,114,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,357,7.05,895
"Comedy, Romance, Hentai",5,3,2,2051,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1967,6.38,158
"Sci-Fi, Fantasy, Shounen, Action",6,0,1,60,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1528,7.82,23
"Comedy, Romance, Action, Thriller, Otro",9,0,1,65611,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,847,7.73,107
"Comedy, Romance, Fantasy, Action, Otro",4,4,1,79,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1579,7.14,28
"Romance, Music",9,5,12,8194,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3719,7.48,55
"Romance, Fantasy, Action, Supernatural, Thriller, Otro",5,0,1,65742,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,746,7.65,138
"Romance, Shounen",6,3,1,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10762,6.14,0
Romance,8,2,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8132,6.82,3
"Sports, Romance, Shounen",6,3,1,4114,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11058,5.63,0
"Fantasy, Shounen, Otro",6,5,52,84,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5281,6.67,12
"Comedy, Romance",5,5,12,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,317,7.25,1105
"Mistery, Fantasy, Action, Otro",9,4,1,32844,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,10846,6.17,0
"Comedy, Romance",5,5,24,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,124,7.89,6382
"Romance, Shoujo",5,3,5,514,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3137,7.95,67
"Comedy, Romance, Action",13,0,1,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7591,4.97,0
"Sci-Fi, Romance, Fantasy, Action",6,0,1,46,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4253,6.71,23
"Fantasy, Hentai",13,3,4,2052,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3404,7.7,194
Comedy,6,5,56,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10222,6.19,3
"Fantasy, Shoujo",9,5,52,516,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6215,6.73,14
"Mistery, Comedy, Sci-Fi, Romance, Ecchi, Otro",9,5,24,33123,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,3671,6.83,24
"Comedy, Fantasy",8,2,30,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5232,6.43,8
Comedy,6,5,26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5036,6.35,6
"Sci-Fi, Fantasy, Action",6,3,2,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,6840,6.34,2
"Comedy, Fantasy, Ecchi",10,3,5,261,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4104,5.69,6
"Fantasy, Shoujo, Action, Supernatural",6,5,13,652,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1114,7.54,555
Comedy,6,5,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,887,8.18,3161
Music,13,5,12,8192,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4642,4.69,12
"Romance, Gore, Action, Supernatural",10,5,12,16522,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2866,6.31,15
"Historical, Fantasy, Action",9,0,1,1036,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2106,7.6,62
"Sci-Fi, Romance, Fantasy, Action",6,3,1,46,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,7531,6.17,1
"Sci-Fi, Romance, Action, Otro",6,3,4,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5820,6.28,14
"Historical, Romance, Fantasy",8,5,52,1030,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6212,7.22,19
"Comedy, Romance, Supernatural, Ecchi",5,5,12,387,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,302,6.87,656
Fantasy,8,2,10,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8584,6.74,0
Romance,5,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,8.01,663
"Romance, Shoujo, Shounen, Action",6,3,2,538,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8721,5.38,2
Otro,1,5,26,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9841,6.38,1
"Comedy, Sci-Fi, Fantasy, Shounen, Action",6,0,1,61,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1099,7.21,38
Hentai,13,3,0,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5229,7.44,34
"Romance, Action, Otro",9,5,26,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1067,7.38,745
"Comedy, Sci-Fi",5,5,11,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2616,6.3,6
"Sci-Fi, Music, Action",9,5,13,8232,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1280,7.07,706
"Mistery, Sci-Fi, Shounen, Action, Otro",6,4,1,32888,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,2207,8.17,48
