Genres,Decimal,Episodes,Type,Source,Romance,Shoujo,Ecchi,Shounen,Fantasy,Comedy,Music,Sports,Hentai,Historical,Mistery,Thriller,Supernatural,Gore,SciFi,Action,Otro,Members,Score,Favorites
"Sports, Shounen",4112,43,5,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15864,6.98,73
"Sci-Fi, Shounen, Action",56,24,5,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,21294,7.35,112
"Romance, Fantasy",6,1,3,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,686,6.21,1
Hentai,2048,3,2,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6504,5.97,71
"Comedy, Fantasy, Shounen",21,1,0,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1070,7.04,0
"Comedy, Sci-Fi, Romance, Fantasy, Action",47,26,5,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,15225,5.86,19
Comedy,1,5,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3390,6.74,8
"Comedy, Supernatural, Otro",193,12,5,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,192246,8.44,1178
Fantasy,4,1,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30890,7.48,58
"Sports, Shounen",4112,36,5,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,360,6.18,1
"Mistery, Comedy, Sci-Fi",32801,16,3,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,5019,7.55,16
"Comedy, Sports, Romance, Shounen",4115,2,4,6,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,7248,6.65,0
"Comedy, Shounen, Supernatural, Otro",209,1,3,6,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,5089,7.54,1
"Sci-Fi, Romance, Action",42,6,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,29628,7.87,454
Otro,64,12,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,161552,7.64,709
"Mistery, Comedy, Fantasy, Shounen, Otro",32853,1,3,6,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,9236,7.36,3
"Sci-Fi, Fantasy, Action",44,2,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1666,6.64,1
"Mistery, Romance, Shounen, Action, Thriller",98330,1,3,6,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,2147,6.4,6
"Historical, Supernatural",1152,13,5,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4703,5.9,5
"Comedy, Romance, Shounen",19,32,5,15,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,642,5.81,1
Hentai,2048,2,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3275,6.48,6
"Comedy, Sci-Fi, Shounen",49,1,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,832,6.57,0
"Sci-Fi, Fantasy, Action",44,3,3,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3107,6.23,6
Fantasy,4,1,3,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,799,5.18,0
"Comedy, Shounen",17,1,0,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,203,5.06,1
"Comedy, Shounen, Otro",81,12,5,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,13679,7.27,55
"Comedy, Historical, Romance, Supernatural",1155,14,2,6,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,7123,7.67,15
"Fantasy, Shoujo, Music",8708,1,1,9,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,841,6.63,2
"Sports, Romance, Action",4106,13,5,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,42276,6.57,70
Fantasy,4,1,4,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2745,6.86,5
"Comedy, Fantasy, Action",13,39,5,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1157,6.95,6
"Fantasy, Shounen, Action",28,1,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,63657,7.37,119
"Comedy, Ecchi",257,4,3,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,503,5.85,0
Comedy,1,6,4,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2045,6.39,0
"Sci-Fi, Romance, Action",42,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9894,7.44,39
Hentai,2048,2,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2535,6.21,9
"Comedy, Romance",3,6,4,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,72090,7.91,69
"Fantasy, Otro",68,26,5,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,129,5.57,1
Otro,64,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,169,5.88,0
"Mistery, Shounen, Action, Otro",32856,1,0,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,18780,8.21,26
"Comedy, Sports, Romance, Shounen",4115,12,5,6,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,20978,6.86,20
"Comedy, Romance, Ecchi",259,4,4,9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4246,6.14,0
"Fantasy, Action, Supernatural, Otro",204,25,5,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,148393,7.36,2008
Fantasy,4,1,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3123,5.86,2
"Historical, Romance, Fantasy, Supernatural",1158,1,3,4,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1190,5.53,2
"Comedy, Fantasy, Otro",69,16,5,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,18298,6.95,25
"Romance, Music",8194,1,4,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2886,6.93,4
"Fantasy, Shounen, Action",28,2,3,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,7292,5.82,27
"Mistery, Sci-Fi, Romance, Shounen, Action",32826,1,0,6,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,55723,7.19,153
"Comedy, Music",8193,12,5,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8013,6.4,13
Comedy,1,0,5,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1489,6.39,11
"Fantasy, Action, Supernatural, Otro",204,1,0,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,4405,6.24,2
"Comedy, Romance, Fantasy, Shoujo",519,2,4,9,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4260,7.07,14
Comedy,1,12,5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,650,6.34,0
"Romance, Fantasy, Gore, Action, Supernatural",16526,1,4,6,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,11018,7.08,8
Hentai,2048,1,4,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1423,6.31,5
Hentai,2048,1,3,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1788,6.06,3
Fantasy,4,12,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5980,6.06,4
"Mistery, Comedy, Sci-Fi, Fantasy",32805,24,5,5,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,13078,7.21,90
"Shounen, Hentai, Action, Ecchi",2328,4,4,6,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,8014,6.23,18
Comedy,1,9,4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35722,7.46,123
Fantasy,4,1,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,757,6.32,0
"Fantasy, Action",12,13,2,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1537,6.77,7
"Fantasy, Action",12,1,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,507499,8.8,10689
"Comedy, Romance, Fantasy, Supernatural",135,26,5,9,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4638,6.83,38
"Romance, Shoujo",514,26,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88082,7.41,1661
Ecchi,256,4,4,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3632,5.65,1
"Historical, Romance, Action, Supernatural, Otro",1226,12,5,13,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,37099,7.61,138
"Comedy, Historical, Fantasy, Shounen, Action",1053,1,0,6,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1630,7.18,2
Romance,2,12,5,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32338,6.9,66
"Comedy, Romance, Shounen",19,16,5,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4675,6.57,5
Romance,2,12,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38657,6.38,59
Hentai,2048,1,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2912,6.34,9
"Sci-Fi, Action",40,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,62554,7.52,223
"Romance, Fantasy, Otro",70,26,5,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,37299,7.29,220
"Comedy, Romance, Supernatural",131,13,5,13,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,95604,8.32,1649
"Sports, Fantasy",4100,7,4,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1450,6.21,1
"Comedy, Romance, Shounen",19,1,3,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,13694,6.77,10
"Sci-Fi, Romance, Gore, Action, Supernatural, Ecchi, Otro",16874,13,5,6,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,211966,7.2,1954
"Sci-Fi, Sports, Shounen, Action",4152,13,5,14,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,6010,6.94,3
"Shounen, Action, Otro",88,51,5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1856,6.78,13
"Sci-Fi, Romance, Action",42,56,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,834,6.15,2
"Mistery, Comedy, Sci-Fi, Fantasy, Action",32813,5,3,5,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,2030,6.76,2
Fantasy,4,1,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,402,6.25,0
Fantasy,4,1,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,928,6.34,0
"Comedy, Romance, Otro",67,37,5,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1429,6.61,7
"Sci-Fi, Romance",34,1,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20135,8.02,95
"Comedy, Romance, Gore, Supernatural, Ecchi",16771,4,3,6,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,6476,6.32,4
"Sci-Fi, Fantasy, Action",44,12,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,81576,5.95,85
"Comedy, Romance, Fantasy, Otro",71,1,0,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,98219,7.45,147
"Comedy, Fantasy, Shounen, Action, Supernatural",157,1,0,6,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,70267,7.04,30
"Gore, Supernatural",16512,13,5,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,15788,4.63,18
"Music, Otro",8256,1,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,38,4.25,0
Action,8,12,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9108,4.39,12
"Comedy, Romance, Shoujo",515,1,3,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4714,6.22,3
"Mistery, Sports, Shounen, Action",36888,1,3,6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,9464,7.16,34
"Comedy, Romance, Ecchi",259,12,5,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,123603,6.81,200
"Comedy, Romance, Shounen",19,12,5,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,53878,6.34,75
"Comedy, Fantasy, Shounen, Supernatural",149,46,5,6,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,11814,7.75,75
"Comedy, Sports, Fantasy, Shounen",4117,1,0,6,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,22900,7.15,10
"Historical, Supernatural",1152,1,0,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5421,6.7,1
Comedy,1,12,5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1944,7.24,4
"Comedy, Romance",3,6,2,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4085,5.38,0
"Comedy, Shoujo, Otro",577,0,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2481,6.95,9
"Sci-Fi, Shounen",48,5,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7237,5.74,9
"Comedy, Romance, Fantasy",7,7,3,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,11971,7.4,79
"Comedy, Romance",3,10,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,95,6.25,0
Hentai,2048,0,3,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3710,7.43,37
"Romance, Fantasy, Shoujo, Supernatural",646,5,3,6,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,9758,7.44,34
"Romance, Fantasy, Shoujo, Ecchi",774,12,5,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7096,7.12,36
"Romance, Fantasy, Action, Supernatural",142,24,5,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,162889,7.67,1039
"Comedy, Historical, Romance, Supernatural",1155,13,2,6,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,20878,7.32,108
"Sci-Fi, Romance, Music, Action, Otro",8298,4,3,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,9007,6.91,37
Music,8192,1,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3536,7.43,4
"Sports, Shounen, Action",4120,24,5,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,17646,7.46,105
"Comedy, Otro",65,51,5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,146,5.48,0
"Romance, Shoujo, Gore, Action, Supernatural",17034,26,5,6,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,25275,7.21,164
"Comedy, Shounen",17,1,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,19722,7.31,23
"Comedy, Romance",3,12,5,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32069,6.28,26
Historical,1024,52,5,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1641,6.95,5
"Sci-Fi, Romance, Shounen",50,26,5,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,138479,8.36,2854
"Romance, Shoujo",514,1,3,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12932,7.19,35
"Romance, Shoujo",514,1,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129945,8.3,1619
"Comedy, Romance, Shounen, Ecchi",275,6,4,6,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12863,6.78,7
"Comedy, Romance, Fantasy, Shounen, Supernatural, Ecchi",407,119,5,6,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,909,6.65,3
"Fantasy, Shounen",20,5,4,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19705,7.52,17
"Sci-Fi, Action",40,12,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,651,5.61,0
Action,8,26,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31046,6.6,164
"Fantasy, Otro",68,21,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,881,7.14,1
"Comedy, Romance",3,13,5,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24641,6.99,57
"Fantasy, Action, Supernatural",140,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,63096,7.73,377
Romance,2,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2623,6.19,2
"Comedy, Fantasy, Shounen",21,1,0,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,14466,7.4,14
"Sci-Fi, Action",40,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,65357,7.3,235
"Comedy, Shounen, Action, Supernatural",153,51,5,6,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,31400,7.43,95
"Fantasy, Action, Supernatural",140,20,2,14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,638,6.59,0
"Comedy, Romance",3,6,4,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,64,5.67,0
Otro,64,12,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36427,6.8,67
Sci-Fi,32,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3968,5.8,0
"Romance, Fantasy",6,1,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,87,4.85,0
"Comedy, Sci-Fi, Shounen, Ecchi",305,1,4,6,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,27216,6.65,19
"Comedy, Sci-Fi, Sports, Shounen, Action",4153,51,5,6,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,8481,6.95,44
"Romance, Fantasy, Otro",70,1,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3635,6.33,6
Romance,2,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2097,5.66,1
"Comedy, Fantasy, Supernatural",133,1,4,9,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,921,6.46,0
"Comedy, Fantasy, Shounen, Action",29,1,0,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2233,7.25,3
"Shoujo, Music",8704,12,5,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25435,6.76,153
"Sci-Fi, Action",40,1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4982,6.88,3
"Comedy, Fantasy, Shounen, Action, Otro",93,24,5,9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,28861,7.96,166
"Mistery, Comedy, Sci-Fi, Fantasy, Action",32813,2,3,5,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,2678,7.11,1
"Comedy, Shounen, Supernatural",145,1,4,6,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,58211,7.74,101
"Comedy, Romance, Fantasy, Shounen, Supernatural, Ecchi",407,3,3,6,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,21669,7.6,54
"Comedy, Fantasy, Shounen, Action",29,1,4,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,4132,7.22,3
"Sci-Fi, Romance, Fantasy, Shounen",54,1,3,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,24459,8.09,64
"Comedy, Fantasy, Shounen, Otro",85,13,5,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,8050,6.95,60
"Comedy, Romance, Ecchi",259,12,5,13,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,91568,6.36,246
"Comedy, Supernatural",129,45,5,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6674,7.26,20
"Comedy, Romance",3,12,5,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35359,6.82,90
"Comedy, Romance, Music",8195,1,3,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7495,6.29,9
"Comedy, Fantasy, Shoujo, Action",525,49,5,9,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,23056,7.02,142
"Comedy, Historical, Romance, Shounen",1043,12,5,6,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,60533,7.58,446
"Romance, Fantasy, Shoujo, Action",526,48,5,9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4868,7.27,23
"Comedy, Romance, Otro",67,26,5,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,524,6.21,0
"Sci-Fi, Action, Supernatural",168,13,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,49566,7.41,107
"Comedy, Fantasy",5,1,3,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5425,6.83,6
"Romance, Fantasy, Supernatural",134,12,5,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4237,6.32,3
"Comedy, Sci-Fi, Shounen, Action",57,51,5,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,7120,6.86,26
Comedy,1,13,5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,934,6.33,0
"Romance, Fantasy",6,1,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,481313,8.73,9753
Comedy,1,1,4,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,270,6.37,1
"Historical, Romance, Hentai",3074,3,3,6,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14495,7.7,136
"Historical, Romance, Fantasy, Shoujo",1542,1,3,6,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,261,5.74,0
"Sci-Fi, Sports, Shounen",4144,52,5,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,622,7.15,10
"Sci-Fi, Romance, Fantasy, Shounen, Action",62,26,5,9,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,53648,7.35,302
"Fantasy, Action, Supernatural",140,12,5,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,78022,5.79,106
"Comedy, Sports, Shounen",4113,12,5,6,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,57606,7.03,129
"Sci-Fi, Romance, Fantasy, Action",46,24,5,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3501,6.7,2
"Comedy, Shounen, Supernatural, Otro",209,1,4,6,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,8042,7.42,5
Music,8192,1,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,98,5.55,0
"Comedy, Shounen",17,20,2,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,26925,6.69,30
"Romance, Action",10,6,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7832,7.04,7
"Comedy, Sci-Fi, Romance, Action",43,12,5,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4416,6.55,4
"Historical, Romance, Hentai, Action",3082,1,3,6,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3134,7.3,5
Hentai,2048,1,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4847,6.54,28
"Historical, Fantasy, Shounen, Action",1052,1,2,8,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,247,6.0,0
"Comedy, Sci-Fi, Fantasy, Shounen, Action",61,12,5,9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,4731,6.63,6
"Comedy, Fantasy, Shounen, Otro",85,13,5,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2059,7.4,14
"Sci-Fi, Gore",16416,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2961,6.06,7
"Historical, Fantasy, Shounen, Action, Supernatural",1180,30,2,6,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,790,7.38,5
"Fantasy, Otro",68,52,5,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,366,5.6,1
"Comedy, Shounen, Action",25,1,0,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,30099,7.08,50
"Sci-Fi, Romance, Gore, Supernatural, Otro",16610,25,5,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,409878,8.49,16486
"Romance, Fantasy, Gore, Otro",16454,1,3,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4525,6.99,6
"Historical, Romance, Fantasy, Shounen, Action",1054,25,5,6,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,212826,7.82,1192
"Comedy, Sci-Fi, Fantasy, Shounen, Otro",117,78,5,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,36985,6.52,288
"Sci-Fi, Romance",34,1,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,104885,7.4,500
"Comedy, Romance, Shoujo",515,39,5,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1013,6.5,1
"Historical, Fantasy, Shounen, Action",1052,37,5,8,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,650,7.22,8
Fantasy,4,1,4,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2856,6.17,0
"Sci-Fi, Romance, Action",42,2,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,17729,7.09,13
"Sci-Fi, Fantasy",36,39,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1511,6.78,4
"Historical, Fantasy",1028,52,5,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1325,6.81,5
"Fantasy, Shounen, Action",28,12,5,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,107453,8.01,485
Comedy,1,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5877,7.19,5
"Sports, Romance, Shounen",4114,1,4,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,288,6.3,0
"Sci-Fi, Romance, Shoujo",546,6,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9121,7.26,76
"Historical, Romance, Fantasy",1030,12,5,13,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15173,5.87,33
"Comedy, Fantasy",5,52,5,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1022,7.03,5
Comedy,1,12,4,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,94,4.9,0
"Sci-Fi, Romance, Action, Otro",106,4,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6983,6.15,10
